dist_entre_employes,dist_A_destination,dist_B_destination,taille_groupe_total,sont_ensemble
6.13553600122007,5.203560452741098,8.01510086070374,17,0
10.351805018793835,6.284460706792659,8.01510086070374,17,0
9.207020206795757,8.589903082863302,5.203560452741098,17,0
6.631549017579782,5.964692292532611,7.723273095906637,17,0
0.7264104346916987,7.723273095906637,8.374851985003101,17,1
5.788442601951005,8.01510086070374,5.994661987943682,17,0
5.5344136577966285,5.317329272398342,2.37792505577858,17,0
7.317733923883029,6.969057514025736,4.9476521145615,17,1
14.905016682988656,7.99224360387151,6.969057514025736,17,0
10.61397701939056,8.767724824244219,5.203560452741098,17,0
8.893587459636292,4.383622121249909,6.284460706792659,17,0
13.291745830990102,7.99224360387151,8.589903082863302,17,0
15.025271375451341,8.589903082863302,8.01510086070374,17,0
11.113370228166936,4.9476521145615,7.99224360387151,17,0
8.687834994375674,4.313616660769583,4.383622121249909,17,0
7.45826217587182,8.767724824244219,4.383622121249909,17,0
2.7303968604775832,5.203560452741098,4.313616660769583,17,0
7.496500506972326,7.99224360387151,7.723273095906637,17,0
11.271591092483439,4.313616660769583,6.969057514025736,17,0
9.337894758456025,5.203560452741098,4.383622121249909,17,0
3.201379206604174,7.99224360387151,8.01510086070374,17,0
12.434180950949441,5.994661987943682,6.969057514025736,17,0
6.840073748898541,8.374851985003101,4.313616660769583,17,1
3.3722134083001083,5.964692292532611,8.01510086070374,17,0
7.45826217587182,4.383622121249909,8.767724824244219,17,0
3.9698836609231325,4.9476521145615,5.317329272398342,17,1
8.305781492455468,8.589903082863302,6.969057514025736,17,0
9.439326254229991,5.317329272398342,4.313616660769583,17,0
8.195494752318284,7.99224360387151,6.284460706792659,17,0
7.900346393112554,2.37792505577858,7.99224360387151,17,0
2.7303968604775832,5.203560452741098,4.313616660769583,17,0
6.857994726618838,8.767724824244219,4.569884295371747,17,1
8.195494752318284,6.284460706792659,7.99224360387151,17,0
16.49069318141404,7.723273095906637,8.767724824244219,17,0
7.900346393112554,2.37792505577858,7.99224360387151,17,0
4.7933986277504905,5.994661987943682,6.284460706792659,17,0
5.501468077900061,4.569884295371747,8.589903082863302,17,1
8.195494752318284,7.99224360387151,6.284460706792659,17,0
9.081998427717732,8.767724824244219,5.317329272398342,17,0
9.903605580120603,5.994661987943682,8.589903082863302,17,0
10.351805018793835,8.01510086070374,6.284460706792659,17,0
15.025271375451341,8.01510086070374,8.589903082863302,17,0
7.856871686668614,4.569884295371747,7.99224360387151,17,0
13.213701143357909,8.374851985003101,6.284460706792659,17,0
10.433430202211813,7.723273095906637,5.317329272398342,17,0
13.477934613757316,7.723273095906637,6.969057514025736,17,0
9.617921150705051,5.994661987943682,8.374851985003101,17,0
8.836428278171855,5.203560452741098,7.723273095906637,17,0
9.555578666968223,8.374851985003101,5.203560452741098,17,0
6.728368185122957,7.723273095906637,4.9476521145615,17,0
8.91169953787113,7.723273095906637,5.994661987943682,17,0
3.7105381578498475,7.99224360387151,4.313616660769583,17,0
8.687834994375674,4.313616660769583,4.383622121249909,17,0
7.047467629561037,4.9476521145615,8.374851985003101,17,0
16.14391785629859,7.723273095906637,8.589903082863302,17,0
3.40653994696394,7.99224360387151,5.994661987943682,17,1
6.3205932652376156,5.964692292532611,4.569884295371747,17,0
2.7303968604775832,4.313616660769583,5.203560452741098,17,0
6.975470911697735,2.37792505577858,8.01510086070374,17,0
16.83364100070727,8.374851985003101,8.589903082863302,17,0
9.439326254229991,5.317329272398342,4.313616660769583,17,0
8.836428278171855,5.203560452741098,7.723273095906637,17,0
7.496500506972326,7.99224360387151,7.723273095906637,17,0
10.2419051813046,8.589903082863302,5.317329272398342,17,0
8.305781492455468,8.589903082863302,6.969057514025736,17,0
7.288473026704238,4.569884295371747,4.383622121249909,17,0
4.7933986277504905,6.284460706792659,5.994661987943682,17,0
10.958563471411818,8.589903082863302,2.37792505577858,17,0
10.2419051813046,8.589903082863302,5.317329272398342,17,0
13.147378033614716,7.99224360387151,5.317329272398342,17,0
2.0295461879495793,5.964692292532611,7.99224360387151,17,1
4.7933986277504905,5.994661987943682,6.284460706792659,17,0
2.7782168266841465,6.969057514025736,4.383622121249909,17,1
6.117787936283832,4.313616660769583,7.723273095906637,17,1
6.631549017579782,7.723273095906637,5.964692292532611,17,0
9.439326254229991,4.313616660769583,5.317329272398342,17,0
3.7105381578498475,4.313616660769583,7.99224360387151,17,0
11.397341377508655,8.767724824244219,5.994661987943682,17,0
5.495064388350755,4.313616660769583,4.569884295371747,17,0
7.900346393112554,7.99224360387151,2.37792505577858,17,0
4.148565101429664,8.01510086070374,4.313616660769583,17,1
6.292006087307529,2.37792505577858,5.203560452741098,17,0
3.201379206604174,8.01510086070374,7.99224360387151,17,0
0.7264104346916987,8.374851985003101,7.723273095906637,17,1
14.886735262025885,8.01510086070374,6.969057514025736,17,0
2.961034880814653,5.994661987943682,4.313616660769583,17,0
16.49069318141404,8.767724824244219,7.723273095906637,17,0
6.728368185122957,4.9476521145615,7.723273095906637,17,0
10.497514851173198,6.284460706792659,5.317329272398342,17,0
12.434180950949441,5.994661987943682,6.969057514025736,17,0
7.45826217587182,4.383622121249909,8.767724824244219,17,0
6.857994726618838,8.767724824244219,4.569884295371747,17,1
13.213701143357909,8.374851985003101,6.284460706792659,17,0
2.4602903948239536,5.964692292532611,5.994661987943682,17,1
5.788442601951005,5.994661987943682,8.01510086070374,17,0
8.305781492455468,8.589903082863302,6.969057514025736,17,0
6.292006087307529,5.203560452741098,2.37792505577858,17,0
8.122041688750958,2.37792505577858,6.969057514025736,17,0
12.488444456889859,7.723273095906637,6.284460706792659,17,0
8.095930892218165,7.99224360387151,8.374851985003101,17,0
17.14092790391023,8.767724824244219,8.374851985003101,17,0
15.025271375451341,8.589903082863302,8.01510086070374,17,0
